user_id,name,age,gender,region,education_level,occupation,annual_income,joint_income,business_income,property_value,loan_amount,repayment_score,fraud_flag,id_verified,document_validity,verification_date,last_transaction_date,beneficiary_count,credit_score,loan_status,timestamp
2137,Ishan Master,44,Male,Mumbai,High School,Mechanic,1359355,,0,18016574,9113962,356,0,Yes,Expired,2025-02-01 17:22:11,2025-08-19 16:24:10,2,367,Approved,2023-01-02 11:36:00
2138,Aarohi Singh,22,Female,Bangalore,High School,Civil Servant,2255518,2466418.0,0,30143337,10901808,675,0,Yes,Valid,2022-09-25 05:33:38,2023-03-18 14:51:17,4,650,Approved,2023-01-02 11:37:00
2139,Nisha Singh,44,Female,Mumbai,Master,Farmer,2112441,,527400,13158680,5429531,635,0,Yes,Expired,2022-02-11 21:00:52,2024-10-18 06:31:59,2,645,Rejected,2023-01-02 11:38:00
2140,Damini Reddy,38,Female,Chennai,Diploma,IT Professional,593510,1264825.0,0,6130057,3275793,651,0,Yes,Valid,2023-05-15 23:26:48,2025-06-18 13:01:08,3,638,Approved,2023-01-02 11:39:00
2141,Ishan Mehta,51,Male,Chennai,Bachelor,Mechanic,1074976,,0,6517612,4782231,595,0,Yes,Valid,2024-02-29 03:41:45,2024-12-10 05:14:26,2,551,Rejected,2023-01-02 11:40:00
2142,Ubika Nair,59,Female,Lucknow,Master,IT Professional,3754498,884951.0,0,46823020,15559223,576,0,Yes,Valid,2020-11-05 13:26:31,2024-04-11 14:30:50,6,649,Rejected,2023-01-02 11:41:00
2143,Kavya Joshi,63,Female,Bangalore,High School,IT Professional,1520672,2573011.0,0,13192589,7405311,692,0,Yes,Valid,2023-02-04 23:00:46,2025-02-17 09:17:57,6,744,Approved,2023-01-02 11:42:00
2144,Aditya Patel,47,Male,Pune,Bachelor,Self Employed,2927243,,1316937,22770602,17384825,562,0,Yes,Valid,2023-05-24 23:19:01,2024-12-24 16:09:26,6,590,Rejected,2023-01-02 11:43:00
2145,Harsh Master,36,Male,Lucknow,PhD,Farmer,4114591,612299.0,1448263,37517410,14950790,669,0,Yes,Valid,2020-02-01 18:30:32,2025-02-10 07:37:22,6,698,Rejected,2023-01-02 11:44:00
2146,Harsh Loyal,40,Male,Mumbai,Master,Nurse,775952,,0,7845715,4435674,472,0,Yes,Valid,2022-03-11 18:57:25,2022-08-25 21:27:41,1,542,Rejected,2023-01-02 11:45:00
2147,Nikhil Das,28,Male,Chennai,High School,Mechanic,4892083,699538.0,0,43777762,20000000,621,0,Yes,Valid,2021-04-25 06:56:07,2022-02-05 02:11:03,6,657,Rejected,2023-01-02 11:46:00
2148,Damini Nair,62,Female,Hyderabad,High School,Student,2006727,2291822.0,0,23777044,8542803,739,0,Yes,Valid,2024-11-02 23:27:07,2025-02-15 07:48:45,6,719,Approved,2023-01-02 11:47:00
2149,Rohit Chauhan,58,Male,Mumbai,Master,Accountant,2653854,1321977.0,0,34297515,17563400,449,0,Yes,Expired,2020-02-13 07:58:23,2020-07-11 20:13:10,5,400,Rejected,2023-01-02 11:48:00
2150,Harsh Gupta,58,Male,Chennai,High School,Salesperson,5763797,1141972.0,0,50000000,20000000,564,0,Yes,Expired,2023-09-20 21:02:10,2024-12-25 04:47:54,6,527,Rejected,2023-01-02 11:49:00
2151,Ishan Nair,35,Male,Bangalore,Bachelor,Clerk,3542216,,0,47144185,18027234,510,0,Yes,Valid,2022-08-08 20:45:59,2025-03-28 17:02:34,3,564,Approved,2023-01-02 11:50:00
2152,Sanya Iyer,35,Female,Hyderabad,High School,Nurse,2001438,1431793.0,0,23832102,8806874,647,0,Yes,Valid,2021-01-06 22:24:29,2022-11-20 06:58:09,4,689,Approved,2023-01-02 11:51:00
2153,Ishita Kapoor,58,Female,Bangalore,Master,Doctor,1675235,,0,28190403,7821634,481,0,Yes,Valid,2020-11-01 10:30:22,2021-04-04 22:00:58,1,512,Approved,2023-01-02 11:52:00
2154,Kunal Sharma,44,Male,Kolkata,Bachelor,Engineer,1747642,,0,11113856,3634011,654,0,Yes,Expired,2022-06-11 06:21:29,2023-06-02 20:07:21,1,665,Approved,2023-01-02 11:53:00
2155,Jhanvi Patel,52,Female,Hyderabad,Bachelor,Engineer,1648954,906130.0,0,10474498,5489095,691,0,Yes,Valid,2024-11-05 09:20:51,2025-02-13 01:24:36,2,691,Approved,2023-01-02 11:54:00
2156,Arjun Chauhan,42,Male,Ahmedabad,Master,Business Owner,4113177,776087.0,709066,50000000,19185670,616,0,Yes,Valid,2021-12-21 21:50:58,2023-05-23 06:08:03,6,646,Approved,2023-01-02 11:55:00
2157,Ishita Singh,40,Female,Hyderabad,High School,Clerk,2866220,,0,27226508,14520683,539,0,Yes,Valid,2021-12-29 10:45:24,2022-04-23 11:01:21,2,546,Approved,2023-01-02 11:56:00
2158,Damini Chauhan,48,Female,Pune,Bachelor,Clerk,2429857,2720977.0,0,6763747,3455750,781,0,Yes,Valid,2020-10-19 20:18:17,2021-07-25 22:51:46,6,804,Approved,2023-01-02 11:57:00
2159,Vikram Patel,56,Male,Kolkata,PhD,Accountant,1961042,4000000.0,0,5961792,2513428,714,0,Yes,Valid,2024-05-15 09:23:28,2025-07-25 11:36:03,5,790,Approved,2023-01-02 11:58:00
2160,Aarohi Iyer,35,Female,Hyderabad,Bachelor,Mechanic,3149288,,0,39717742,16313806,572,0,Yes,Valid,2022-05-10 12:21:57,2024-03-01 02:15:37,4,593,Rejected,2023-01-02 11:59:00
2161,Kunal Gupta,56,Male,Jaipur,High School,Civil Servant,852820,1292958.0,0,6122362,1779385,791,0,Yes,Valid,2020-06-22 03:22:39,2022-10-02 05:25:17,2,830,Approved,2023-01-02 12:00:00
2162,Sanya Kapoor,31,Female,Ahmedabad,Master,Self Employed,5553381,,594289,50000000,19300210,555,0,Yes,Valid,2024-11-14 14:02:02,2025-06-05 19:06:54,6,571,Rejected,2023-01-02 12:01:00
2163,Dev Gaba,38,Male,Kolkata,High School,Engineer,1913872,,0,9232703,6341703,537,0,Yes,Valid,2020-02-01 06:12:56,2025-03-04 12:47:01,1,569,Rejected,2023-01-02 12:02:00
2164,Ananya Kulkarni,61,Female,Kolkata,Bachelor,Clerk,1359335,,0,7312442,2487531,677,0,Yes,Valid,2021-06-28 14:26:46,2025-10-18 06:19:15,1,689,Approved,2023-01-02 12:03:00
2165,Nikhil Kulkarni,62,Male,Ahmedabad,High School,Civil Servant,3882050,931569.0,0,22876491,8014936,631,0,Yes,Valid,2024-09-14 10:33:42,2024-12-01 22:36:34,5,650,Approved,2023-01-02 12:04:00
2166,Eshan Nair,61,Male,Ahmedabad,Bachelor,Nurse,3837045,,0,21119044,8777410,648,0,Yes,Expired,2023-12-30 20:14:39,2025-03-25 05:58:37,5,660,Rejected,2023-01-02 12:05:00
2167,Shaurya Joshi,34,Male,Ahmedabad,Diploma,IT Professional,2108570,2527751.0,0,16334786,8833755,735,0,Yes,Valid,2022-10-13 17:36:18,2024-02-22 17:30:17,4,779,Rejected,2023-01-02 12:06:00
2168,Sanya Kulkarni,58,Female,Delhi,Diploma,Doctor,4249712,1254744.0,0,29627148,18765515,615,0,No,Valid,2022-07-11 04:54:22,2025-08-21 18:08:54,6,554,Rejected,2023-01-02 12:07:00
2169,Manish Verma,62,Male,Bangalore,Bachelor,Salesperson,3613103,2331915.0,0,11175973,4859358,701,0,Yes,Valid,2023-02-11 05:03:36,2023-04-30 05:07:04,6,707,Approved,2023-01-02 12:08:00
2170,Ishita Gaba,64,Female,Chennai,Diploma,Salesperson,2645926,,0,8547660,4704489,657,0,No,Valid,2022-03-17 11:51:26,2024-08-20 16:15:49,4,628,Approved,2023-01-02 12:09:00
2171,Arjun Kulkarni,21,Male,Kolkata,Master,Engineer,963668,,0,8121101,4033237,580,0,Yes,Pending,2023-05-08 06:37:37,2025-04-12 04:34:49,2,597,Rejected,2023-01-02 12:10:00
2172,Nisha Sharma,53,Female,Hyderabad,Bachelor,Civil Servant,2331017,,0,25305157,6963648,613,0,Yes,Expired,2020-03-15 01:23:31,2024-11-10 00:11:55,2,681,Approved,2023-01-02 12:11:00
2173,Rohit Gupta,64,Male,Jaipur,Bachelor,Student,2197928,1645933.0,0,10418261,5983773,694,0,Yes,Valid,2025-07-31 15:51:37,2025-08-18 20:50:51,5,738,Approved,2023-01-02 12:12:00
2174,Vikram Kapoor,54,Male,Hyderabad,High School,IT Professional,1932308,,0,14022609,8063124,514,0,Yes,Pending,2025-03-18 14:50:42,2025-09-18 16:19:11,1,532,Rejected,2023-01-02 12:13:00
2175,Aarohi Gupta,31,Female,Kolkata,Master,Accountant,1818087,,0,14043795,8314536,538,0,Yes,Valid,2021-09-25 14:16:22,2025-08-08 14:20:53,1,597,Rejected,2023-01-02 12:14:00
2176,Manish Kapoor,54,Male,Pune,Diploma,Civil Servant,3186390,,0,31579881,12551853,565,0,Yes,Pending,2024-11-01 19:31:54,2025-01-29 00:31:05,4,587,Rejected,2023-01-02 12:15:00
2177,Arjun Kapoor,25,Male,Hyderabad,Bachelor,Business Owner,1174264,,1406147,8289184,6625902,720,0,Yes,Expired,2020-01-16 01:43:29,2024-02-07 10:20:15,4,736,Rejected,2023-01-02 12:16:00
2178,Damini Iyer,42,Female,Kolkata,High School,Doctor,3975311,906161.0,0,46513185,20000000,627,0,Yes,Pending,2024-11-25 09:56:18,2025-10-13 06:40:57,5,629,Rejected,2023-01-02 12:17:00
2179,Kunal Reddy,48,Male,Ahmedabad,PhD,Mechanic,2133818,,0,31764963,8036719,483,0,Yes,Pending,2024-05-17 21:07:37,2025-11-26 09:46:20,4,543,Approved,2023-01-02 12:18:00
2180,Arjun Iyer,41,Male,Hyderabad,Bachelor,IT Professional,1436268,,0,21178390,6731297,542,0,Yes,Valid,2020-10-01 08:08:03,2025-05-07 01:41:24,1,596,Approved,2023-01-02 12:19:00
2181,Aarav Nath,51,Male,Lucknow,High School,Student,1892734,,0,5769967,2153438,763,0,Yes,Valid,2023-10-13 09:04:47,2025-06-25 05:23:11,3,778,Approved,2023-01-02 12:20:00
2182,Aarohi Kulkarni,31,Female,Kolkata,High School,Teacher,2417239,,0,42996116,6528307,665,0,Yes,Valid,2020-12-23 20:30:42,2023-12-24 00:43:47,2,726,Approved,2023-01-02 12:21:00
2183,Nisha Kulkarni,47,Female,Ahmedabad,Bachelor,Farmer,4500757,1500905.0,1782122,41094909,20000000,559,0,Yes,Expired,2025-03-02 18:21:43,2025-06-12 09:01:32,6,562,Approved,2023-01-02 12:22:00
2184,Aarohi Das,49,Female,Ahmedabad,High School,Salesperson,3121135,3132415.0,0,25167487,13220918,548,1,Yes,Valid,2022-06-29 10:03:09,2023-12-16 18:45:38,6,505,Rejected,2023-01-02 12:23:00
2185,Kavya Chauhan,48,Female,Jaipur,Bachelor,Doctor,3949961,,0,23600209,9711284,637,0,Yes,Valid,2024-06-05 22:14:53,2025-01-15 07:11:26,4,674,Approved,2023-01-02 12:24:00
2186,Gautam Singh,33,Male,Pune,Diploma,Salesperson,2120209,906349.0,0,19735349,6144733,632,0,Yes,Valid,2021-02-24 19:01:02,2025-08-21 08:23:05,5,676,Approved,2023-01-02 12:25:00
2187,Dev Master,34,Male,Kolkata,Diploma,Nurse,1967960,,0,17106133,7215271,523,0,Yes,Valid,2021-06-29 21:58:08,2023-12-12 11:59:14,2,543,Rejected,2023-01-02 12:26:00
2188,Gautam Gaba,32,Male,Ahmedabad,Master,Business Owner,5537548,,636115,37858118,20000000,601,0,Yes,Valid,2020-01-21 02:08:00,2020-04-26 08:48:03,6,632,Approved,2023-01-02 12:27:00
2189,Vikram Sharma,41,Male,Chennai,Bachelor,Doctor,2042604,,0,24227631,10639515,497,0,Yes,Valid,2022-03-01 10:12:24,2024-11-03 01:33:26,3,551,Approved,2023-01-02 12:28:00
2190,Aarav Chauhan,46,Male,Jaipur,High School,Business Owner,1664019,,2320997,23328791,10367105,637,0,No,Valid,2022-10-13 17:13:42,2023-09-21 02:56:58,4,655,Approved,2023-01-02 12:29:00
2191,Charita Kapoor,36,Female,Kolkata,Bachelor,Doctor,1581202,1427135.0,0,15038682,7441645,625,0,Yes,Expired,2023-01-03 12:32:16,2025-08-30 07:47:57,5,575,Rejected,2023-01-02 12:30:00
2192,Pranav Master,39,Male,Ahmedabad,Master,Business Owner,2535864,,558874,17249654,6243385,629,0,Yes,Valid,2022-10-10 09:25:21,2024-02-28 06:03:25,4,674,Approved,2023-01-02 12:31:00
2193,Rohit Murty,33,Male,Bangalore,Master,Student,1272598,,0,13464639,4961217,608,0,Yes,Expired,2020-09-08 09:21:04,2021-03-26 18:38:42,2,615,Rejected,2023-01-02 12:32:00
2194,Shaurya Das,30,Male,Delhi,Master,Farmer,2398047,724134.0,1119140,24936956,15002133,544,0,Yes,Valid,2020-06-09 08:08:52,2020-12-30 21:44:57,6,557,Approved,2023-01-02 12:33:00
2195,Shaurya Gupta,49,Male,Kolkata,Master,Salesperson,2375145,,0,16907982,13694740,443,0,Yes,Valid,2023-11-01 16:24:05,2024-03-05 21:03:17,3,455,Rejected,2023-01-02 12:34:00
2196,Aditya Gupta,56,Male,Jaipur,High School,Engineer,2940798,,0,13655682,7177891,596,0,Yes,Valid,2022-11-12 21:56:23,2025-09-15 11:52:59,4,553,Approved,2023-01-02 12:35:00
2197,Pranav Verma,33,Male,Ahmedabad,High School,Accountant,912307,,0,10264059,6105869,318,0,Yes,Pending,2021-06-20 05:46:29,2025-09-15 12:51:08,1,397,Rejected,2023-01-02 12:36:00
2198,Manish Murty,58,Male,Hyderabad,High School,Accountant,805632,,0,6333662,1898242,614,0,Yes,Valid,2020-11-03 18:22:50,2021-06-10 00:44:38,0,610,Approved,2023-01-02 12:37:00
2199,Gautam Reddy,46,Male,Jaipur,High School,Student,1758049,,0,12737283,10962759,538,0,Yes,Valid,2023-01-12 00:27:45,2023-05-12 12:12:09,1,509,Approved,2023-01-02 12:38:00
2200,Ishita Master,28,Female,Pune,Master,IT Professional,2040879,,0,14319367,6017223,693,0,Yes,Valid,2023-11-16 07:06:23,2024-02-03 04:33:38,3,738,Rejected,2023-01-02 12:39:00
2201,Charita Mehta,37,Female,Kolkata,High School,Teacher,1251736,,0,11927256,3412684,577,0,Yes,Valid,2020-06-24 07:55:06,2023-08-30 14:25:13,1,586,Rejected,2023-01-02 12:40:00
2202,Sanya Iyer,21,Female,Lucknow,Bachelor,Business Owner,1103956,2184154.0,611249,10262644,4607346,696,0,Yes,Valid,2020-06-12 15:52:31,2021-11-16 12:28:07,4,678,Rejected,2023-01-02 12:41:00
2203,Pooja Sharma,22,Female,Ahmedabad,High School,Civil Servant,2716372,,0,16308836,8362737,606,0,No,Valid,2023-12-03 16:53:08,2024-12-05 19:07:14,3,621,Approved,2023-01-02 12:42:00
2204,Charita Nair,35,Female,Bangalore,Master,Engineer,1872277,,0,20230518,5703245,630,0,Yes,Valid,2023-03-14 18:40:08,2023-06-08 00:07:51,2,657,Approved,2023-01-02 12:43:00
2205,Pranav Singh,40,Male,Mumbai,Master,Business Owner,3278622,1110223.0,1844054,28182599,11023912,669,0,Yes,Valid,2024-03-25 21:08:06,2024-06-22 23:42:08,6,701,Approved,2023-01-02 12:44:00
2206,Sanya Gupta,56,Female,Bangalore,Master,Nurse,1099809,,0,9797897,6438408,528,0,Yes,Pending,2024-02-27 15:05:40,2025-04-22 19:16:46,2,529,Rejected,2023-01-02 12:45:00
2207,Dev Kapoor,26,Male,Delhi,Bachelor,Nurse,2073015,998001.0,0,27837511,8914797,676,0,Yes,Valid,2025-06-24 22:31:38,2025-07-17 11:32:13,5,673,Approved,2023-01-02 12:46:00
2208,Shaurya Gaba,57,Male,Delhi,Master,Mechanic,5049753,1765046.0,0,33205896,14622810,648,0,Yes,Valid,2023-08-04 04:20:04,2023-11-11 00:26:10,6,656,Rejected,2023-01-02 12:47:00
2209,Harsh Reddy,31,Male,Kolkata,Master,Self Employed,1885935,,727059,8051744,2726002,710,0,Yes,Valid,2021-03-05 10:42:23,2022-06-01 02:23:51,3,730,Approved,2023-01-02 12:48:00
2210,Pranav Reddy,27,Male,Lucknow,Bachelor,Engineer,1634584,2540907.0,0,10994248,5730599,684,0,Yes,Valid,2020-06-27 10:45:23,2022-01-13 02:56:20,6,694,Approved,2023-01-02 12:49:00
2211,Charita Gaba,51,Female,Pune,Bachelor,Salesperson,3452652,,0,25775918,7392866,678,0,Yes,Valid,2024-12-10 08:40:41,2025-03-16 21:10:09,3,730,Approved,2023-01-02 12:50:00
2212,Pranav Chauhan,55,Male,Chennai,Diploma,Civil Servant,4024486,,0,26664431,9798502,652,0,Yes,Valid,2020-06-22 19:18:49,2021-10-08 12:30:48,5,616,Approved,2023-01-02 12:51:00
2213,Rhea Kapoor,47,Female,Bangalore,Bachelor,Doctor,1592815,1252960.0,0,25466598,12505251,556,0,Yes,Valid,2020-02-23 11:27:14,2023-10-13 10:44:30,4,601,Approved,2023-01-02 12:52:00
2214,Jhanvi Kapoor,26,Female,Ahmedabad,Master,Engineer,1652384,1712443.0,0,11867067,6688289,694,0,No,Valid,2023-12-15 18:47:53,2024-03-05 02:41:45,3,711,Approved,2023-01-02 12:53:00
2215,Aarav Gaba,26,Male,Kolkata,Diploma,Accountant,3372889,964784.0,0,21696726,9267914,674,0,Yes,Expired,2023-12-15 09:46:38,2024-03-22 08:24:23,4,653,Approved,2023-01-02 12:54:00
2216,Manish Sharma,38,Male,Mumbai,Diploma,Engineer,2542420,,0,11371395,6803318,644,0,No,Valid,2023-01-04 21:26:56,2023-06-15 06:08:40,4,665,Approved,2023-01-02 12:55:00
2217,Vikram Singh,40,Male,Chennai,Diploma,Clerk,2571237,,0,17668779,8998776,460,1,Yes,Expired,2025-11-28 10:03:02,2025-12-15 00:15:05,3,390,Rejected,2023-01-02 12:56:00
2218,Dev Kapoor,64,Male,Delhi,PhD,Mechanic,2463145,3248216.0,0,10930467,4439341,727,0,Yes,Valid,2023-08-23 18:54:56,2023-10-16 04:18:54,6,763,Rejected,2023-01-02 12:57:00
2219,Ananya Iyer,33,Female,Chennai,Bachelor,IT Professional,2133551,,0,25165988,7048991,610,0,Yes,Valid,2020-09-16 18:04:35,2022-10-23 12:51:44,3,648,Approved,2023-01-02 12:58:00
2220,Charita Sharma,29,Female,Mumbai,PhD,Clerk,3612493,,0,50000000,20000000,569,0,Yes,Valid,2023-06-10 04:40:08,2025-03-30 02:11:32,4,542,Rejected,2023-01-02 12:59:00
2221,Rhea Nath,62,Female,Bangalore,Bachelor,Civil Servant,4381443,1047770.0,0,41466795,12678294,667,0,Yes,Valid,2024-04-08 18:45:51,2025-02-26 18:35:41,6,691,Approved,2023-01-02 13:00:00
2222,Dev Gupta,27,Male,Jaipur,Diploma,Clerk,1307625,2197574.0,0,13715779,5702879,698,0,Yes,Valid,2023-09-19 07:00:41,2024-10-27 19:48:13,5,666,Approved,2023-01-02 13:01:00
2223,Ishita Gaba,22,Female,Delhi,Bachelor,Nurse,3409831,,0,23349005,7762382,617,0,Yes,Valid,2022-07-30 17:49:29,2022-12-29 08:49:14,5,598,Rejected,2023-01-02 13:02:00
2224,Pooja Nath,39,Female,Delhi,High School,Nurse,2140727,1034820.0,0,29180650,7967274,591,0,Yes,Valid,2025-02-20 14:03:54,2025-08-15 18:12:05,4,624,Approved,2023-01-02 13:03:00
2225,Shaurya Sharma,38,Male,Bangalore,Bachelor,Salesperson,1150421,,0,9807579,5761673,582,0,Yes,Valid,2021-09-10 10:07:21,2022-07-08 19:23:56,2,605,Rejected,2023-01-02 13:04:00
2226,Ishan Chauhan,48,Male,Lucknow,Bachelor,Doctor,1378432,,0,9266401,5000938,657,0,Yes,Expired,2022-12-10 01:45:35,2024-09-28 03:12:22,2,683,Approved,2023-01-02 13:05:00
2227,Eshan Loyal,59,Male,Lucknow,Bachelor,Salesperson,1783121,,0,12622898,7225831,509,0,Yes,Valid,2022-08-28 11:41:01,2023-11-22 18:18:18,1,494,Rejected,2023-01-02 13:06:00
2228,Dev Nath,62,Male,Pune,Bachelor,Clerk,3714247,,0,10503000,5514602,635,0,Yes,Valid,2024-10-12 19:30:27,2024-10-24 01:21:01,5,611,Rejected,2023-01-02 13:07:00
2229,Ishita Patel,33,Female,Ahmedabad,Bachelor,Mechanic,1304736,,0,5852219,1873289,665,0,Yes,Valid,2022-07-30 19:32:05,2023-08-01 11:39:55,3,675,Approved,2023-01-02 13:08:00
2230,Sanya Murty,64,Female,Lucknow,Master,Nurse,889372,,0,13522276,4306486,506,0,Yes,Pending,2025-07-02 21:46:24,2025-12-10 19:05:06,0,501,Approved,2023-01-02 13:09:00
2231,Pranav Chauhan,48,Male,Bangalore,High School,Engineer,1916880,2885780.0,0,18436151,13655479,591,0,Yes,Valid,2021-02-10 07:49:50,2024-08-17 15:30:29,5,628,Rejected,2023-01-02 13:10:00
2232,Aarohi Verma,24,Female,Chennai,Master,Nurse,1723564,,0,10314130,8172722,586,0,Yes,Valid,2024-02-10 09:07:55,2024-07-19 09:53:03,3,579,Approved,2023-01-02 13:11:00
2233,Ishan Mehta,62,Male,Mumbai,Bachelor,Farmer,3737506,,545615,21769623,7326450,701,0,Yes,Pending,2024-01-03 07:29:07,2025-10-21 14:13:53,5,704,Approved,2023-01-02 13:12:00
2234,Arjun Mehta,27,Male,Kolkata,Bachelor,IT Professional,2488202,,133070,18818551,10615880,519,0,Yes,Expired,2022-09-18 12:07:16,2024-07-01 04:53:38,4,518,Rejected,2023-01-02 13:13:00
2235,Kavya Verma,46,Female,Lucknow,High School,Doctor,3124686,,0,47265982,20000000,500,0,Yes,Valid,2024-01-30 13:31:29,2024-07-15 13:57:36,5,517,Approved,2023-01-02 13:14:00
2236,Ishita Nair,55,Female,Mumbai,High School,Nurse,1797511,,0,6600689,2927722,771,0,Yes,Expired,2023-11-16 05:29:48,2024-02-08 14:22:16,3,788,Approved,2023-01-02 13:15:00
2237,Jhanvi Murty,31,Female,Ahmedabad,Bachelor,Farmer,1190356,1112524.0,151391,7279001,4810770,621,0,Yes,Valid,2021-03-21 02:36:04,2025-12-07 06:27:14,4,616,Rejected,2023-01-02 13:16:00
2238,Shaurya Iyer,32,Male,Chennai,Master,Mechanic,4217257,,0,50000000,13939119,521,0,Yes,Valid,2024-02-04 12:38:58,2024-12-23 01:43:12,4,535,Rejected,2023-01-02 13:17:00
2239,Sanya Kapoor,41,Female,Lucknow,Bachelor,Doctor,1629359,2409606.0,274801,12051068,4240295,754,0,Yes,Expired,2020-09-11 08:56:29,2021-06-16 00:56:42,4,780,Rejected,2023-01-02 13:18:00
2240,Pooja Kulkarni,59,Female,Kolkata,High School,Clerk,3024674,1226004.0,0,10981807,5929892,720,0,Yes,Valid,2020-01-22 03:17:52,2021-01-04 10:43:51,6,708,Approved,2023-01-02 13:19:00
2241,Charita Bose,30,Female,Chennai,Master,Mechanic,1820451,2439119.0,0,23090269,9411051,657,0,Yes,Valid,2024-01-18 07:07:31,2025-04-13 11:03:18,5,665,Rejected,2023-01-02 13:20:00
2242,Aditya Joshi,50,Male,Delhi,Master,Teacher,3040127,,134452,19561332,8572510,590,0,Yes,Valid,2021-03-07 07:00:58,2024-10-06 03:30:47,5,648,Approved,2023-01-02 13:21:00
2243,Eshan Chauhan,40,Male,Kolkata,Bachelor,Doctor,2544969,,0,25928503,7604897,619,0,Yes,Valid,2022-09-21 15:09:21,2025-07-05 16:12:18,2,687,Approved,2023-01-02 13:22:00
2244,Ishita Patel,25,Female,Lucknow,High School,Civil Servant,2333044,1803553.0,0,23428905,12527078,636,0,Yes,Valid,2024-05-03 01:40:31,2025-05-04 08:10:17,4,606,Approved,2023-01-02 13:23:00
2245,Ananya Nath,52,Female,Mumbai,Bachelor,Teacher,2690534,954456.0,0,13602713,8222622,632,0,Yes,Valid,2023-09-13 18:48:52,2025-10-07 22:26:49,4,629,Rejected,2023-01-02 13:24:00
2246,Ishita Gaba,57,Female,Mumbai,Master,Salesperson,1939763,1270400.0,0,14066363,8556030,580,0,Yes,Expired,2021-05-05 07:55:09,2022-03-28 03:48:11,5,596,Rejected,2023-01-02 13:25:00
2247,Vikram Verma,46,Male,Jaipur,High School,Business Owner,933022,1030409.0,137680,4479896,2413446,746,0,Yes,Pending,2024-11-25 04:49:35,2024-12-07 10:40:32,4,720,Approved,2023-01-02 13:26:00
2248,Charita Nath,28,Female,Bangalore,High School,IT Professional,2528311,,0,18719302,6581730,582,0,Yes,Valid,2023-11-23 18:07:15,2024-02-03 03:14:57,3,647,Approved,2023-01-02 13:27:00
2249,Kunal Nath,27,Male,Pune,Bachelor,Accountant,3879978,,0,10462745,4690969,697,0,Yes,Valid,2025-04-26 06:07:22,2025-10-22 06:24:50,3,701,Approved,2023-01-02 13:28:00
2250,Gautam Singh,39,Male,Pune,Bachelor,Accountant,2140265,,0,14683116,10711776,473,0,Yes,Valid,2020-03-05 18:18:09,2025-06-10 11:20:20,2,446,Rejected,2023-01-02 13:29:00
2251,Manish Iyer,43,Male,Chennai,High School,Self Employed,1870714,,647594,8694345,6944866,666,0,Yes,Valid,2020-09-23 12:30:11,2023-02-08 17:58:44,4,705,Approved,2023-01-02 13:30:00
2252,Pranav Chauhan,45,Male,Chennai,Bachelor,Salesperson,2493429,1174166.0,0,26520323,11889257,486,0,Yes,Valid,2024-09-02 17:43:37,2025-02-18 16:27:41,3,466,Rejected,2023-01-02 13:31:00
2253,Jhanvi Gaba,31,Female,Pune,Master,Engineer,3570552,,0,38981986,17248823,507,0,Yes,Pending,2020-07-31 23:52:52,2023-01-13 14:18:17,4,513,Rejected,2023-01-02 13:32:00
2254,Manish Mehta,43,Male,Bangalore,Master,Nurse,1901369,,278461,17909976,5847710,675,0,Yes,Valid,2021-12-13 13:51:49,2023-12-24 08:34:37,2,698,Rejected,2023-01-02 13:33:00
2255,Arjun Joshi,33,Male,Delhi,High School,Mechanic,1036463,,0,14153064,6900396,397,0,Yes,Valid,2022-12-21 11:34:46,2025-06-23 06:50:54,2,406,Rejected,2023-01-02 13:34:00
2256,Ananya Sharma,51,Female,Lucknow,Master,Salesperson,2368068,1310268.0,0,23241886,7899619,661,0,Yes,Valid,2025-08-06 10:11:16,2025-11-18 05:49:15,3,682,Approved,2023-01-02 13:35:00
2257,Damini Loyal,56,Female,Mumbai,Bachelor,Civil Servant,2625820,1932990.0,0,9059815,4459132,714,0,Yes,Valid,2020-03-19 00:16:21,2020-12-07 05:41:41,4,732,Approved,2023-01-02 13:36:00
2258,Harsh Nair,49,Male,Delhi,Diploma,Self Employed,2387289,1505213.0,100000,16030827,4437056,710,0,Yes,Valid,2022-12-11 23:23:16,2024-06-08 14:59:54,5,757,Approved,2023-01-02 13:37:00
2259,Pranav Nair,21,Male,Ahmedabad,High School,Nurse,1708812,1402006.0,0,16641346,9295877,630,0,Yes,Valid,2024-12-26 12:59:09,2025-06-04 10:46:07,4,607,Approved,2023-01-02 13:38:00
2260,Indira Reddy,64,Female,Kolkata,PhD,Student,2586557,672502.0,0,26266842,9203627,540,0,Yes,Valid,2021-07-10 00:57:14,2024-12-03 13:20:52,5,552,Approved,2023-01-02 13:39:00
2261,Eshan Kulkarni,22,Male,Hyderabad,High School,IT Professional,1949725,1346708.0,0,17512006,7849578,635,0,Yes,Valid,2020-06-26 11:54:14,2020-07-16 13:46:50,4,647,Approved,2023-01-02 13:40:00
2262,Aditya Joshi,64,Male,Delhi,High School,Accountant,1758626,851871.0,0,20908389,9215396,586,0,Yes,Valid,2022-10-27 00:22:36,2024-04-27 18:30:42,4,615,Approved,2023-01-02 13:41:00
2263,Harsh Kapoor,22,Male,Hyderabad,Bachelor,Civil Servant,1896905,4000000.0,0,15940740,7584842,704,0,Yes,Valid,2021-03-08 18:36:49,2022-05-27 10:53:49,5,690,Approved,2023-01-02 13:42:00
